srch_destination_id	srch_destination_name	srch_destination_type_id	srch_destination_latitude	srch_destination_longitude	popular_naturalfeature_beach	popular_activity_dining	popular_social_bars	popular_shopping_shopping	popular_historical_historical	popular_food_coffee	popular_field_business
18700098	Ontario (and vicinity), California, United States of America	464	34.06875	-117.60471	-2.2149679938611544	-1.6761171800938144	-1.8929375961430435	-1.8744888060154996	-2.1446482084227907	-1.8018243060935923	-1.8764282533303063
18701121	Malaga (province), Spain	464	36.625008	-4.50303	-1.724123680016966	-1.757183418789066	-1.8378177423442041	-1.9912760833875855	-2.0096010170629057	-2.116820342265897	-2.1438256319450835
18701152	Biloxi (and vicinity), Mississippi, United States of America	464	30.39365	-88.89147	-1.5446563163099798	-1.5421096579440297	-1.8950697965973191	-2.033474330156453	-2.2399460269030143	-1.9665872114480207	-2.0110310465410217
18701183	Albany (and vicinity), New York, United States of America	464	42.688726	-73.798216	-2.2284989889866296	-1.6262177780744091	-1.9359295893675084	-1.9419862122173455	-2.1589649326086198	-1.9475038082410603	-1.9199373756698788
18701214	Somerset (and vicinity), New Jersey, United States of America	464	40.53543	-74.5186	-2.213801563575225	-1.7442162811380206	-1.9736292829456241	-2.0907931291168547	-2.0627532376824838	-2.0065414230342804	-1.8753048464338988
18701245	Parsippany (and vicinity), New Jersey, United States of America	464	40.86205	-74.439055	-2.2029282647553625	-1.7079016430579865	-1.9595125738583006	-2.0830694894171944	-2.1226362222853656	-2.0036408996548487	-1.880078964081482
18701276	Princeton (and vicinity), New Jersey, United States of America	464	40.3465	-74.598783	-2.2011977664152553	-1.775084555104608	-2.0285140388498197	-2.090343108908311	-2.1161427782302367	-2.0296113162996483	-1.971143919276099
24800154	Disneyland - Anaheim, California, United States of America	774	33.8087	-117.8951	-2.2168906893095923	-1.5945033094704972	-2.0121105658649974	-1.9236303511259283	-2.189632772662017	-1.9806020026169775	-1.9979834330114692
24800216	Huntington Beach - North Beaches, California, United States of America	774	33.71032	-118.0128	-1.3907229586703	-1.6615124826252698	-1.935595880604327	-1.8238016045217043	-2.1223314019800386	-2.0839762821080985	-2.046606881195658
24800247	Downtown Atlanta, Georgia, United States of America	774	33.75664	-84.38817	-2.2213237262461494	-1.497612630053179	-1.843371821409664	-2.082252694459602	-1.9404088081935413	-2.077157742665491	-1.8917795527352257
24800278	Buckhead, Atlanta, Georgia, United States of America	774	33.83881	-84.37025	-2.246797110154928	-1.6182242589099696	-1.9019601050172228	-1.8592780422486526	-1.9925753059048297	-2.064584736256293	-1.914554043238282
24800309	Perimeter Center, Georgia, United States of America	774	33.9262	-84.34724	-2.224959279638973	-1.6847487229895648	-1.9952601556473724	-1.8348363384022832	-2.1426235456092937	-2.0872395364307987	-1.9249700629675872
24800340	Midtown - Piedmont, Atlanta, Georgia, United States of America	774	33.79189	-84.37973	-2.2647986841796945	-1.5855004288417927	-1.750897380920951	-2.1199981786908357	-1.7897571757044046	-2.0387256029112426	-1.9512046552330742
24800371	Hartsfield-Jackson Atlanta International Airport (ATL), Georgia, United States of America	774	33.63647	-84.42927	-2.2356979716949237	-1.5872265849742886	-1.8723432969160079	-2.056104395078636	-2.097149011819948	-2.026236169440193	-1.8727904778160889
24800526	Kohala Coast - Waikoloa, Hawaii, United States of America	774	19.98194	-155.8528	-1.409284829684306	-1.5918112257053922	-2.0085434910210602	-1.7885496657722793	-2.117073646823743	-2.034136639392956	-2.255566743109547
24800588	Kailua-Kona, Hawaii, United States of America	774	19.69875	-155.9704	-1.57945388740029	-1.5064388881939947	-1.8455646979551497	-1.6685675649737328	-2.0191653513286805	-1.968742959399812	-2.1949996855263794
24800619	Back Bay, Boston, Massachusetts, United States of America	774	42.35025	-71.07995	-2.2885562156009724	-1.3837267172662842	-1.719289600862324	-1.5573707469898594	-1.6491659132531309	-1.9609682986931665	-1.9177163636203625
24800650	Theatre District, Boston, Massachusetts, United States of America	774	42.35192	-71.06145	-2.201226822773301	-1.4697344030048274	-1.7394692782258139	-1.9126383335333006	-1.5286831984007898	-1.968506358398891	-1.8999024709738839
24800681	Logan International Airport (BOS), Massachusetts, United States of America	774	42.39755	-71.01808	-2.137372327716122	-1.415005842070489	-1.8410798400635378	-2.093864119857491	-2.0419823293614248	-1.9650722059219123	-1.9372257781609505
24800805	Hotel Zone, Cancun, Quintana Roo, Mexico	774	21.0952	-86.77976	-1.3037921614533414	-1.454508584374889	-1.7621574345011959	-2.018764438265666	-2.058551632784185	-2.228339883666325	-2.260922458574964
24800836	Chicago O'Hare International Airport (ORD), Illinois, United States of America	774	41.98263	-87.9088	-2.2427089200061983	-1.5210669110568098	-1.8271948267067761	-2.037272544888604	-2.2412382348622737	-1.9865695778984649	-1.9441303808726778
24800867	The Loop, Illinois, United States of America	774	41.86513	-87.63483	-2.1154152316987362	-1.4279559260475374	-1.7302156780079903	-1.6641638674347676	-1.7149881610869364	-1.9557701991744438	-1.8220494578039903
24800898	Magnificent Mile, Illinois, United States of America	774	41.89796	-87.6269	-2.1261835756234815	-1.4193352667569272	-1.659528123060266	-1.5156477854824857	-1.9535223836257558	-1.9266621632654393	-1.9107780170661208
24800929	Downtown Dallas, Texas, United States of America	774	32.77878	-96.79826	-2.3064358585475975	-1.4726316062320202	-1.658433924701354	-2.014623352847318	-1.6157809141314818	-2.1079359821859875	-1.9029127274958022
24800960	Dallas-Fort Worth International Airport (DFW), Texas, United States of America	774	32.86922	-97.0471	-2.194969501053024	-1.662187847212494	-1.9893459462238923	-1.9357302210477771	-2.0194015401074727	-2.0155700272019037	-1.8276114935511658
24801053	Downtown Denver, Colorado, United States of America	774	39.74912	-104.9951	-2.30627654791171	-1.5062878001495053	-1.715002780485858	-1.8326413824780643	-1.9032020982947884	-2.0287030829643466	-1.8917067046831093
24801084	Centennial - Tech Center, Denver, Colorado, United States of America	774	39.60757	-104.8752	-2.229168186187512	-1.6634526342751028	-2.0470062894669403	-1.8664420059472213	-2.198141278652125	-1.971043151899416	-1.9059684406374124
24801115	Denver International Airport (DEN), Colorado, United States of America	774	39.83612	-104.7367	-2.248924438325521	-1.619260560616707	-1.9158939052329396	-1.9034247766870367	-2.04065569206691	-1.982479512998683	-1.9525663859877902
24801146	Cherry Creek - Glendale, Denver, Colorado, United States of America	774	39.69091	-104.9278	-2.2368451628118184	-1.5998822446275502	-1.8620174206773188	-1.8891867165245373	-2.184157742013888	-1.9041149012965606	-1.8536528389758387
24801208	Downtown Fort Lauderdale, Florida, United States of America	774	26.11903	-80.14534	-1.661409439644586	-1.5142843738551297	-1.7524450777718636	-1.7386787562744348	-1.9668703644720555	-2.126427277551151	-2.0373435018755526
24801239	Hollywood International Airport (FLL), Florida, United States of America	774	26.07148	-80.15225	-1.8380036204081935	-1.5225555223388656	-1.8795302696741325	-1.800557277037285	-2.151394472753891	-2.0025489485407837	-1.9129457084419663
24801270	Downtown Houston, Texas, United States of America	774	29.75718	-95.36379	-2.260282985841053	-1.51034020913828	-1.733521596220491	-1.9899641521041287	-1.8628002590233301	-1.898183640321971	-1.727376838176226
24801301	George Bush Intercontinental Airport (IAH), Texas, United States of America	774	29.9939	-95.34528	-2.2203693756680676	-1.6702818523441076	-1.934542291193307	-1.9067628371283003	-2.2171472574305735	-2.041895486779098	-1.8357274970894857
24801425	Princeville - Hanalei, Hawaii, United States of America	774	22.19751	-159.4983	-1.6688757623179369	-1.8797274616689328	-2.1378982441730683	-1.9848350354619027	-2.0330574926349967	-2.014682320779574	-2.15668166936624
24801456	Poipu, Koloa, Hawaii, United States of America	774	21.88105	-159.4658	-1.4133128226442226	-1.683347907463016	-2.087423995289359	-1.9118634350765882	-2.1073080926241445	-2.128019516874571	-2.2426639174430676
24801518	The Strip (Las Vegas), Nevada, United States of America	774	36.1096	-115.1693	-2.225186037425959	-1.372319045090568	-1.7934124066197106	-1.661418105885822	-2.1099035065249194	-1.7670111325626625	-1.9888566323253056
24801549	East of The Strip, Nevada, United States of America	774	36.10778	-115.1447	-2.2884279159020857	-1.5064670304000416	-1.8458232014342442	-1.9299825000142319	-2.092860542438683	-1.7945160176966364	-1.9514531531154784
24801580	Downtown Las Vegas, Nevada, United States of America	774	36.16796	-115.1386	-2.3297637078040734	-1.448050412899752	-1.7844993184961346	-1.9414800027681536	-2.0198557906843755	-1.755902345802896	-2.059971708148146
24801642	Paddington, London, England, United Kingdom	774	51.51513	-0.179854	-2.233068387116404	-1.620919397481083	-1.9075671924389677	-1.8445299461803313	-2.040143040609969	-2.0245140135511277	-2.012213759119343
24801704	Victoria, London, England, United Kingdom	774	51.49514	-0.139731	-2.2374470901948706	-1.6662723874724084	-1.897608146360147	-2.0281281301240255	-1.9239274498026475	-2.044114082222947	-2.0456302323540227
24801735	Bloomsbury, London, England, United Kingdom	774	51.52136	-0.125775	-2.250083752797996	-1.6912087665584625	-1.8303939432102372	-1.835813339558032	-1.9466361749768415	-1.9962885966209747	-1.9389869553439036
24801766	Marylebone, London, England, United Kingdom	774	51.52139	-0.153322	-2.198158148148424	-1.8399090069724695	-1.9313341430146582	-1.882865098632647	-2.1713868360795208	-2.090545019388293	-2.035893302059828
24801859	The City of London, London, England, United Kingdom	774	51.51274	-0.083063	-2.265224345949354	-1.6378788288938224	-1.6986191129526915	-2.035584259702454	-1.8790615704704836	-1.9142523605289798	-1.8502545228259617
24801890	Hollywood, California, United States of America	774	34.10077	-118.3213	-2.153025756419598	-1.7270043171522897	-1.8926778734759073	-1.8374339377829285	-1.7912826171303402	-2.0166743120878317	-2.008168277372419
24801921	Downtown Los Angeles, California, United States of America	774	34.05025	-118.2718	-2.075745648606449	-1.6035663743004884	-1.8408970548269523	-1.8944974629826412	-1.767388607123196	-2.014784062624072	-1.864138331985364
24801952	Beach Cities, Los Angeles, California, United States of America	774	33.95473	-118.5463	-1.5171639334448903	-1.5373270436870077	-1.8242256772736676	-1.785059069974807	-2.073804758908542	-1.9856162665072499	-1.9371728176167342
24801983	Los Angeles Intl. (LAX), California, United States of America	774	33.95361	-118.3789	-1.8783316904574072	-1.4915743829431654	-1.736098876195632	-1.9730368625202575	-2.228040224872837	-1.8843511280176897	-1.8545633119678648
24802014	Long Beach, California, United States of America	774	33.77162	-118.2061	-1.4947779570748856	-1.5890900403552326	-1.9631975104512902	-1.9357176180425821	-1.8176044262700175	-2.069897822838714	-2.04139396354903
24802045	Downtown Cabo San Lucas, Baja California Sur, Mexico	774	22.8896	-109.9146	-1.4483599466311223	-1.479283934494332	-1.7064112338811277	-1.9921538893253528	-2.1611182230890247	-2.174350573911864	-2.2914821959271476
24802076	Downtown San Jose del Cabo, Baja California Sur, Mexico	774	23.05747	-109.6984	-1.4910057923918487	-1.5305177562748573	-1.7718912726600415	-2.014421683156785	-2.194048226853972	-2.1037249670048497	-2.251894410247925
24802138	Kaanapali, Lahaina, Hawaii, United States of America	774	20.94497	-156.6813	-1.2779391613822702	-1.5824125719116167	-1.9137532822414904	-1.7745048531845047	-2.001151973106764	-2.1451307651239717	-2.1381144919902946
24802169	Kihei, Hawaii, United States of America	774	20.75564	-156.4662	-1.1655682852063245	-1.5556592136495544	-1.96779392228671	-1.7825947108500333	-2.263851341227228	-2.0884309871450673	-2.234838930307235
24802200	Wailea, Hawaii, United States of America	774	20.6741	-156.4437	-1.3871779009948046	-1.5963938336858297	-1.946689163708594	-1.8631139459779023	-2.1002284990687747	-2.1748167315858726	-2.228725513725519
24802231	Miami International Airport (MIA), Florida, United States of America	774	25.81647	-80.31388	-1.8546008814278587	-1.5118391238586455	-1.8185572176556342	-1.870239787739985	-2.1367999566773737	-2.0182178460266296	-1.8811816902100953
24802293	Downtown Miami, Florida, United States of America	774	25.77136	-80.19908	-1.7146280457414962	-1.5651368579461158	-1.8477628937959847	-1.800683972186392	-2.090577800947683	-2.0236646787930725	-1.8604075187331903
24802324	Miami Beach, Florida, United States of America	774	25.84861	-80.13935	-1.2473060217015381	-1.6273582558437603	-1.8533994807291079	-1.9229145525120652	-2.1138966653056976	-2.135388188597993	-2.0996651876382706
24802355	French Quarter, New Orleans, Louisiana, United States of America	774	29.95761	-90.06382	-2.322368260914876	-1.5114531754834029	-1.570809046781545	-1.7827635300350824	-1.7342594185727087	-1.9628261569526677	-2.0933389716087905
24802386	Warehouse District - Convention Center, New Orleans, Louisiana, United States of America	774	29.94581	-90.07146	-2.2719090761222382	-1.5524479552071822	-1.7554382207885535	-2.0038887383050645	-1.8915558529413097	-2.003412611816039	-1.9386630697179477
24802417	Kenner - Louis Armstrong International Airport, Louisiana, United States of America	774	30.00174	-90.25615	-2.2133053784692556	-1.7166278493488543	-1.9336738842290502	-2.0945091316488913	-2.159889741111962	-2.0292194198530975	-1.9954072461972523
24802448	Upper West Side, New York, New York, United States of America	774	40.79184	-73.97459	-2.310587867975991	-1.4543779895763	-1.63824350261383	-1.7486293254764416	-1.746869553820796	-1.8064777093187774	-1.9589919323303782
24802479	Upper East Side, New York, New York, United States of America	774	40.77831	-73.95105	-2.2913997449079946	-1.506555099284752	-1.7733513871019007	-1.8544660212491655	-1.9345757973741047	-1.7640363914985464	-1.98221236321901
24802510	Broadway - Times Square, New York, New York, United States of America	774	40.75906	-73.9845	-2.3239981956638016	-1.3984445524442304	-1.7430084222331457	-1.7290319931798468	-2.0108112229038295	-1.7379216328023945	-1.8077154202197185
24802634	Wall Street - Financial District, New York, United States of America	774	40.70783	-74.01089	-2.2788243610400856	-1.505874854240661	-1.850532418584836	-1.9838033460425113	-1.9432570493817076	-1.8613618560539944	-1.6913776823265445
24802665	LaGuardia Airport (LGA), New York, United States of America	774	40.76228	-73.86578	-2.1767205679830184	-1.596046157833029	-1.8666641706536096	-1.9373796801889702	-2.132404798465647	-2.041948500954461	-1.8738023202377454
24802696	John F. Kennedy International Airport (JFK), New York, United States of America	774	40.6717	-73.79245	-2.192877199271925	-1.60188275980243	-1.9693139163153137	-1.8812545842469492	-2.1781300477575836	-1.9508240050803414	-1.9093072176073271
24802820	Downtown Orlando, Florida, United States of America	774	28.54016	-81.40011	-2.242946888785232	-1.7534720621920254	-1.8752765484013598	-1.9918932113510814	-2.15965327372787	-2.0217242479843924	-1.9634302328728022
24802851	Orlando International Airport (MCO), Florida, United States of America	774	28.42539	-81.3306	-2.1588489541692355	-1.5896631719620464	-2.0189938058287167	-1.8866253529236874	-2.1260490135463277	-2.0034032302580203	-1.8825489610124857
24802913	Louvre - Place Vendome (1 arr. and 2 arr.), Paris, France	774	48.86458	2.339198	-2.2313732984929846	-1.643494984063406	-1.94985102862195	-1.8609404845756639	-2.117598030416991	-2.0821575116241715	-2.1138437026452386
24802944	Marais - Pompidou - Notre Dame de Paris (3 arr. and 4 arr.), Paris, France	774	48.85823	2.358567	-2.167577608316016	-1.6550623085921066	-1.8412021163282397	-1.8672916559492634	-1.9390382472013834	-2.0233400134188417	-2.1554311278782614
24802975	Latin Quarter - Pantheon (5 arr.), Paris, France	774	48.84425	2.350478	-2.1949683633312804	-1.6809960895565552	-1.965469408359423	-1.8787895593228556	-1.9788862921136516	-2.0690924583551147	-2.1915566414864363
24803006	Eiffel Tower - Orsay Museum (7 arr.), Paris, France	774	48.85557	2.310849	-2.2398185704923383	-1.5199811878078058	-1.9355111483742704	-1.9209558422668334	-2.0762256502308727	-2.0563969774235598	-2.153538179621583
24803037	Champs Elysees (8 arr.), Paris, France	774	48.87298	2.312507	-2.2198217894379932	-1.6728430053822487	-1.9860745509064472	-1.860754076775801	-2.040848580107713	-2.1002550419019346	-2.1012356043046223
24803068	Opera - Department Stores (9 arr.), Paris, France	774	48.87724	2.337412	-2.216100186455425	-1.778142735668128	-1.9925254820935283	-1.821420938038699	-1.9921180251311421	-2.128334306123198	-2.144389934364114
24803099	Gare du Nord - Gare de L'Est (10 arr.), Paris, France	774	48.87604	2.360841	-2.213925727832002	-1.6802583834697973	-1.9961972030940331	-1.9651983890126996	-2.155560142985865	-1.9633080765480788	-2.0870776375300633
24803161	Gare de Lyon - Bercy (12 arr.), Paris, France	774	48.84069	2.391478	-2.215276792761292	-1.734549404835405	-2.0473718246661163	-1.9413508942212172	-2.0763566106624043	-2.1214021054890324	-1.9821164563025981
24803223	Montparnasse Tower (14 arr.), Paris, France	774	48.82957	2.326012	-2.2146872354835887	-1.673167544705479	-1.9170967293923846	-1.8558214696008235	-2.180507902573721	-2.0515763272385614	-2.0382078670621535
24803254	Gare Montparnasse - Porte de Versailles (15 arr.), Paris, France	774	48.83956	2.293362	-2.2324927087820687	-1.5999820612774085	-1.921170027751028	-1.9062309404269235	-2.2010608091096473	-2.0333870036863884	-2.0379958699267977
24803285	Trocadero (16 arr.), Paris, France	774	48.85773	2.274655	-2.212275151108756	-1.7785839711135916	-1.99514339013075	-1.9106069821837854	-2.186519766752024	-2.103956553938891	-2.0789060750542174
24803316	Arc de Triomphe - Palais des Congres (17 arr.), Paris, France	774	48.88681	2.30643	-2.204537676473428	-1.7718009598266657	-1.927635455338556	-1.9708344685445989	-2.174671895065748	-2.076513282359612	-2.055029824279321
24803347	Montmartre - Sacre Coeur (18 arr.), Paris, France	774	48.89259	2.348161	-2.22313487160753	-1.7641957653438622	-1.8877639558728738	-1.9615957276202225	-2.1639641245951675	-2.070768294330496	-2.1677858744306273
24803471	Central Phoenix - Downtown, Arizona, United States of America	774	33.49536	-112.0801	-2.2209989899320877	-1.6733696783156493	-1.9449420140484392	-1.9620880111264845	-1.921572484860196	-1.9689639836171067	-1.8842965853185558
24803657	San Juan, Puerto Rico	774	18.43199	-66.07187	-1.3311393413566577	-1.5020367394385323	-1.7982960985112477	-1.9942853518890615	-1.9435214417262023	-2.064281976446953	-2.1292057965879114
24803843	Downtown - Riverwalk, San Antonio, Texas, United States of America	774	29.42334	-98.48869	-2.2960575327334736	-1.6428100996860158	-1.8226243988351805	-1.9917235360651067	-1.7567443400230092	-2.052431224481873	-2.0788398496054796
24803874	San Antonio International Airport (SAT), Texas, United States of America	774	29.55677	-98.4237	-2.2353589466888217	-1.751812188013022	-1.9740116109795374	-1.9106124001722409	-2.0335319498705338	-2.054727869979747	-1.938316551419159
24803905	Beach Cities, San Diego, California, United States of America	774	32.75594	-117.2396	-1.4968031159308939	-1.5454579242081943	-1.9572113433454936	-1.939616779325463	-1.9519702403193626	-1.958673449939456	-2.120830919881253
24803936	Downtown San Diego, California, United States of America	774	32.72623	-117.1532	-1.9904018557809906	-1.4418516486009092	-1.6895202703715677	-1.8916831260738234	-1.825075850920761	-1.9910187807165682	-1.9802815310004442
24803967	Mission Valley, San Diego, California, United States of America	774	32.77408	-117.1338	-1.8673415531935593	-1.5018167733005623	-1.8977793962025244	-1.8124118268936964	-1.7437677542403436	-1.9751765388164042	-2.030522227758764
24803998	Del Mar, California, United States of America	774	32.9594	-117.257	-1.5677209422591798	-1.6671704798509475	-1.9197692238092154	-1.8758569925611437	-2.1437226311105753	-2.098696840023296	-2.074693051648289
24804060	San Francisco International Airport (SFO), California, United States of America	774	37.5863	-122.325	-2.1874774980057476	-1.5291691900802724	-1.9609761232042846	-1.8626783657220494	-2.0954807611647874	-1.9142678572218643	-1.8614082055918773
24804091	Fisherman's Wharf, San Francisco, California, United States of America	774	37.80287	-122.4156	-1.9086631477016809	-1.4161126583124093	-1.8622404050651054	-1.787679471106717	-1.9113630429373403	-1.865620458378097	-2.048254966388282
24804122	Union Square, San Francisco, California, United States of America	774	37.79019	-122.4102	-2.2384730837848594	-1.3670751692007936	-1.6395241966781064	-1.4320088482082427	-1.876735824020093	-1.7701386919897246	-1.8302377117685478
24804153	Downtown Seattle, Washington, United States of America	774	47.61556	-122.3457	-2.3275898335947818	-1.4507088966082677	-1.766421496956322	-1.645527604075185	-2.0286865015121003	-1.8419235893028225	-1.8770897771690094
24804184	Seattle Center, Seattle, Washington, United States of America	774	47.62534	-122.3529	-2.3357404046316312	-1.311930343342745	-1.8831688723999822	-1.9953994210687906	-2.0153019366147102	-1.680300367238253	-1.8574790648989843
24804215	Bellevue, Washington, United States of America	774	47.59464	-122.1517	-2.2449304546850066	-1.524311059471106	-1.9128820004072067	-1.7152336604719405	-2.219556027671601	-1.857256794733965	-1.7469925272825566
24804246	Seattle-Tacoma International Airport (SEA), Washington, United States of America	774	47.43439	-122.2706	-2.221015191755702	-1.5407518740634265	-1.902858133301388	-2.0482181941932165	-2.2252340466496423	-1.8241792237725987	-1.92367057671799
24804308	Westport Plaza, Missouri, United States of America	774	38.70988	-90.44538	-2.2142145846379058	-1.8483140330598684	-2.0284619124695005	-2.0798848777742354	-2.2134305133527676	-2.051858766773273	-1.9429000037849014
24804339	Downtown St. Louis, Missouri, United States of America	774	38.62908	-90.20786	-2.3186060894885867	-1.5306902095465653	-1.7023912999741768	-2.0545009837891035	-1.90645951602956	-2.0246950599766302	-2.004745213545052
24804370	Ronald Reagan National Airport (DCA), Virginia, United States of America	774	38.8535	-77.05293	-2.269527316066282	-1.4101799395570704	-1.8738505515491062	-1.7710914124344592	-2.047039743143399	-1.9038265230853322	-1.8096794741207456
24804401	Washington Dulles International Airport (IAD), Virginia, United States of America	774	38.97551	-77.41467	-2.220066013896995	-1.6699120211786653	-1.9417067564764239	-1.9078852308805194	-2.096341395115984	-2.051578019555466	-1.877275763646558
24804432	Arlington (VA), Virginia, United States of America	774	38.87969	-77.09825	-2.205782059201301	-1.4968358538048523	-1.996161835732515	-1.9856760100361488	-2.0696561390932113	-1.9172306769968162	-1.9132621922661752
24804525	Capitol Hill, Washington, District of Columbia, United States of America	774	38.88892	-77.00555	-2.3004001158133875	-1.442388867983897	-1.783918255897149	-2.1851194400138527	-1.8639239674382353	-1.9879631198718875	-1.9150190606302688
24804556	Dupont Circle, Washington, District of Columbia, United States of America	774	38.9119	-77.0439	-2.2915199440188316	-1.4158403005198748	-1.705142702442894	-1.8389941068593008	-1.8652270481539122	-1.9731417154169302	-1.859437422755029
24804587	Downtown Washington D.C., District of Columbia, United States of America	774	38.90129	-77.02858	-2.315001607728479	-1.4224673081960189	-1.796323023390658	-2.0193609089644564	-1.8053950587062768	-2.0040093371806527	-1.8174663658853285
186000247	Albuquerque, NM, United States (ABQ-Albuquerque Intl. Sunport)	712	35.15698	-106.6426	-2.2198044770164276	-1.7406109564190415	-1.800775443432407	-2.090438266234578	-2.0337145228156643	-1.8232816635735918	-2.0180057923300443
186000960	Amman, Jordan (AMM-Queen Alia Intl.)	712	31.88583	35.92068	-2.041107595619976	-1.9296942933269108	-2.082885932252524	-2.1187531335954932	-2.1620885123920135	-2.1579727632352093	-2.0781502423779026
186001022	Anchorage, AK, United States (ANC-Ted Stevens Anchorage Intl.)	712	61.2375	-149.8966	-2.194018002970947	-1.72761479326283	-1.9431127660122693	-1.9640064775294033	-2.1677515234762286	-2.050833350375944	-1.8907500246864497
186001425	Athens, Greece (ATH-Eleftherios Venizelos)	712	37.93628	23.9171	-2.1682956838715444	-1.5931669268638065	-1.8314368870749809	-1.9171648868030624	-2.050137158394627	-2.101212462603944	-2.0737540291102907
186001456	Atlanta, GA, United States (ATL-Hartsfield-Jackson Atlanta Intl.)	712	33.74078	-84.44604	-2.2230392066607205	-1.6509704075747371	-1.9118609584517963	-2.0138298230553326	-2.076010610680722	-2.0520328027082453	-1.8916865518282573
186001487	Oranjestad, Aruba (AUA-Queen Beatrix Intl.)	712	12.50416	-70.00751	-1.3758570654922513	-1.610850895928432	-1.885824943733017	-1.9883585638031687	-2.180342562440636	-2.1956584552416065	-2.1958677228506427
186001549	Abu Dhabi, United Arab Emirates (AUH-Abu Dhabi Intl.)	712	24.4327	54.5541	-1.8675076199226883	-1.8406658318880462	-2.03618335157591	-2.071774375662929	-2.200248776597858	-2.165251356428508	-1.9323518730294524
186001580	Austin, TX, United States (AUS-Austin-Bergstrom Intl.)	712	30.32131	-97.72893	-2.2102101528745552	-1.7144377451815103	-1.8984603507165378	-2.0837474185756055	-2.1349629401917603	-1.9881138355693628	-1.8484539752203657
186001952	Hartford, CT, United States (BDL-Bradley Intl.)	712	41.93832	-72.67489	-2.166484126906433	-1.8162607518779241	-2.0876547594277883	-2.066576948323291	-2.14899575896496	-2.0228540792189422	-1.973357713396935
186002231	Bridgetown, Barbados (BGI-Grantley Adams Intl.)	712	13.18674	-59.56868	-1.5870386310303477	-1.747401629605385	-1.9711752429253029	-2.1461672720167924	-2.20155532528624	-2.1773992971797855	-2.17298750461676
186002758	Bangkok, Thailand (BKK-Suvarnabhumi Intl.)	712	13.71	100.6265	-2.1701982658848955	-1.7740103562380114	-1.9385202103945258	-1.6773745406395544	-2.0935531964791148	-2.160326793690961	-2.0426614987434646
186003006	Nashville, TN, United States (BNA-Nashville Intl.)	712	36.13169	-86.66917	-2.2370910275926397	-1.6402355922149139	-1.8646037549865748	-2.0182014755678805	-2.1838068056877655	-1.9755206831054106	-1.894805449483232
186003099	Bogota, Colombia (BOG-El Dorado Intl.)	712	4.69866	-74.1431	-2.186353970444842	-1.8397352700200142	-2.0098116885729467	-2.035435459364657	-2.1388671456632107	-2.1619207159865814	-1.9593122025568845
186003130	Boise, ID, United States (BOI)	712	43.56857	-116.2189	-2.2193200206438464	-1.7734821281364401	-1.943287744336572	-2.0738282007232454	-2.1698159269771966	-2.037582431220327	-1.954492158529553
186003254	Boston, MA, United States (BOS-Logan Intl.)	712	42.36557	-71.01822	-2.164416699691664	-1.4874484670219075	-1.767136055241929	-1.8294641964810057	-1.7583961654651306	-1.952690081639694	-1.9000883761281233
186003688	Budapest, Hungary (BUD-Ferenc Liszt Intl.)	712	47.45481	19.2053	-2.238390876259642	-1.681141814191644	-1.7484626752611279	-2.006677637066356	-1.7773152368702319	-2.064283949871354	-2.101203501032714
186003812	Burbank, CA, United States (BUR-Bob Hope)	712	34.19637	-118.354	-2.103936380057176	-1.6009978463879377	-1.9168361737095443	-1.918424281941793	-2.039230420016843	-1.953067177927477	-2.0049196941324694
186003843	Baltimore, MD, United States (BWI-Baltimore Washington Intl. Thurgood Marshall)	712	39.1796	-76.66882	-2.180344104147439	-1.6729198906829224	-1.9360667086496168	-2.0547780479332043	-1.994194191401606	-1.9884206589937066	-1.9000989554428727
186003936	Bozeman, MT, United States (BZN-Gallatin Field)	712	45.83384	-111.0217	-2.2036187488998227	-1.8796340669931129	-2.1091477436156096	-2.064284715880292	-2.128699725602723	-2.0341372308618473	-2.056363360821054
186003998	Columbia, SC, United States (CAE-Columbia Metropolitan)	712	34.10165	-80.94978	-2.13457588820953	-1.8690932274014656	-2.0702402726567835	-2.0859421730802827	-2.1129977711951224	-2.0618938711633463	-1.9168225871969058
186004060	Cairo, Egypt (CAI-Cairo Intl.)	712	30.11157	31.36259	-2.1905200664274003	-1.9186624118607185	-2.076684273321805	-2.0962010725077898	-2.1318613901543024	-2.1412822748342424	-2.067992683702725
186004277	Paris, France (CDG-Roissy-Charles de Gaulle)	712	49.04311	2.456442	-2.2289613563428046	-1.7025243151757847	-1.9079168080322846	-1.8192686254623724	-1.9557959111548093	-2.026901611809986	-1.987811140240087
186004308	Cebu, Philippines (CEB-Mactan - Cebu Intl.)	712	10.31509	123.9797	-2.0361731813825044	-1.8304043355720057	-2.052905479966036	-1.9849349247008998	-2.186949169245792	-2.163485937993286	-2.056867019146721
186004525	Charleston, SC, United States (CHS-Charleston Intl.)	712	32.8229	-79.93763	-1.8985561048003037	-1.6464385709761362	-1.9786853862377793	-1.9247974632222804	-1.8102868152280305	-2.011606495064551	-2.052678273433287
186004835	Charlotte, NC, United States (CLT-Charlotte-Douglas Intl.)	712	35.22392	-80.84915	-2.196508356771637	-1.7547388998386027	-1.9462586878422221	-2.0219591678012048	-2.0391655571057785	-2.05827822508257	-1.8726550312569297
